,Artist,Song,Days,T10,Pk,Total,id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
140,Drake,Controlla,328,,22,349587944,4CpKEkdGbOJV51cSvx7SoG,0.0962,0.747,245227,0.477,0.0,10,0.114,-11.062,0,0.276,93.44,4,0.321
141,21 Savage,Bank Account,234,,21,348317265,2fQrGHiQOvpL9UgPvtYy6G,0.0151,0.884,220307,0.346,7.04e-06,8,0.0871,-8.228,0,0.351,75.016,4,0.376
142,Flo Rida,My House,402,,13,342623779,6Knv6wdA0luoMUuuoYi2i1,0.0215,0.688,192191,0.702,0.0,7,0.128,-4.792,0,0.0499,94.006,4,0.74
143,NF,Let You Down,145,77.0,6,341065567,6mrKP2jyIQmM0rw6fQryjr,0.33,0.659,212120,0.716,0.0,5,0.173,-5.673,0,0.111,148.015,4,0.437
144,Jessie J,Bang Bang,638,88.0,4,339788195,7zrYKlgYQv1ELz7LGyjTd1,0.267,0.708,199373,0.752,0.0,0,0.377,-4.401,0,0.0886,150.058,4,0.733
145,Lauv,I Like Me Better,266,,24,338164443,1wjzFQodRWrPcQ0AnYnvQ9,0.535,0.752,197437,0.505,2.55e-06,9,0.104,-7.621,1,0.253,91.97,4,0.419
146,Kygo,Stole the Show,458,73.0,3,336020253,4iZPNYqzI2L0uwuUKun7Aa,0.155,0.679,222801,0.662,0.0,8,0.152,-6.069,0,0.174,99.879,4,0.438
147,Kygo,Stay,328,22.0,8,335790434,7gBj0VgcuAgkXkiRRYvSmK,0.0444,0.648,239465,0.736,0.000137,8,0.171,-7.948,1,0.0385,103.027,4,0.378
148,Frenship,Capsize,323,,23,331803535,3GBlLqIYgB8zWaeWDNJzdh,0.042,0.681,237760,0.708,0.14,5,0.682,-6.019,0,0.0304,92.993,4,0.356
149,Kiiara,Gold,388,,29,326530573,6ZSO7kPn8IMJFymyticbJO,0.615,0.6,225882,0.412,0.0025,8,0.134,-9.343,1,0.344,113.049,5,0.408
150,Post Malone,I Fall Apart,154,6.0,10,320004554,75ZvA4QfFiZvzhj2xkaWAh,0.0777,0.573,223347,0.543,0.0,8,0.199,-5.357,0,0.0398,143.916,4,0.308
151,Macklemore,Glorious,235,,13,318745889,0CokSRCu5hZgPxcZBaEzVE,0.0323,0.731,220454,0.794,2.59e-05,0,0.112,-5.126,0,0.0522,139.994,4,0.356
152,Coldplay,Adventure Of A Lifetime,401,10.0,7,318716583,69uxyAqqPIsUyTO8txoP2M,0.00205,0.638,263787,0.924,0.000173,7,0.149,-3.887,1,0.0359,111.995,4,0.529
153,R. City,Locked Away,345,74.0,4,318317625,7x5xYW5W42OGPAdHUyyguy,0.304,0.509,227480,0.671,0.0,1,0.0452,-5.709,1,0.0678,118.413,5,0.55
154,Lil Pump,Gucci Gang,170,49.0,4,317890959,43ZyHQITOjhciSUUNPVRHc,0.239,0.936,124056,0.523,0.0,5,0.117,-6.71,1,0.0597,119.889,4,0.699
155,WALK THE MOON,Shut Up and Dance,584,,13,317407966,4kbj5MwxO1bq9wjT5g9HaA,0.00701,0.578,199080,0.866,0.0,1,0.257,-3.804,1,0.0619,128.038,4,0.619
156,Niall Horan,Slow Hands,271,,28,316988758,167NczpNbRF7oWakJaY3Hh,0.0142,0.728,188174,0.426,0.0,0,0.0546,-6.69,1,0.0509,85.908,4,0.844
157,The Weeknd,Earned It (Fifty Shades Of Grey),483,47.0,6,316870672,4WGyY671Z37inSpCTBJoIm,0.417,0.66,252227,0.372,0.0,2,0.0954,-6.025,0,0.0314,119.946,3,0.432
158,Cheat Codes,No Promises,288,,24,316209977,1louJpMmzEicAn7lzDalPW,0.0575,0.741,223504,0.667,0.0,10,0.106,-5.445,1,0.134,112.956,4,0.595
159,Portugal. The Man,Feel It Still,229,,17,315698798,6QgjcU0zLnzq5OrUoSZ3OK,0.0417,0.801,163253,0.795,0.000113,1,0.0717,-5.115,0,0.0504,79.028,4,0.754
160,Justin Bieber,Friends,193,35.0,2,313402332,7nZmah2llfvLDiUjm0kiyz,0.00459,0.744,189467,0.739,0.0,8,0.306,-5.35,1,0.0387,104.99,4,0.649
161,Adele,Send My Love (To Your New Lover),302,,13,309231708,4BHzQ9C00ceJxfG16AlNWb,0.0415,0.69,223080,0.524,3.16e-06,6,0.17,-8.39,0,0.103,164.023,4,0.562
162,Coldplay,Hymn For The Weekend - Seeb Remix,268,,16,306140028,6s3GEN8wK0OMzzzZbXj0fu,0.00868,0.565,212647,0.849,4.68e-06,0,0.12,-3.516,0,0.0517,102.034,4,0.427
163,Calvin Harris,Blame,473,128.0,1,302992654,07nH4ifBxUB4lZcsf44Brn,0.0289,0.413,212960,0.856,0.00571,0,0.343,-4.078,0,0.0808,128.017,4,0.35
164,Taylor Swift,Look What You Made Me Do,166,43.0,1,302673595,6uFsE1JgZ20EXyU0JQZbUR,0.213,0.773,211859,0.68,1.57e-05,9,0.122,-6.378,0,0.141,128.062,4,0.497
165,Enrique Iglesias,SUBEME LA RADIO,216,,23,301222890,7nKBxz47S9SD79N086fuhn,0.0744,0.684,208163,0.823,0.0,9,0.111,-3.297,0,0.0773,91.048,4,0.647
166,The Chainsmokers,All We Know,212,10.0,9,300392684,2rizacJSyD9S1IQUxUxnsK,0.097,0.662,194080,0.586,0.00272,0,0.115,-8.821,1,0.0307,90.0,4,0.296
167,Nicky Jam,El Perdón,512,,16,298515974,4Ld3RS6KBXGsvtfmnjxlVl,0.423,0.622,207013,0.701,0.0,8,0.0955,-5.452,1,0.0559,179.998,4,0.645
168,CNCO,Reggaetón Lento (Bailemos),339,,30,297110378,3AEZUABDXNtecAOSC1qTfo,0.4,0.761,222560,0.838,0.0,4,0.176,-3.073,0,0.0502,93.974,4,0.71
169,Avicii,Waiting For Love,399,68.0,4,297066699,5eCgNATwXgRc4mZx9NymGJ,0.335,0.567,228750,0.746,0.0,6,0.392,-3.748,0,0.0511,128.03,4,0.578
170,Flume,Never Be Like You,382,,31,294087112,12REd1n8PeiHHWOh066tpr,0.436,0.494,233337,0.559,0.0,0,0.164,-5.445,1,0.0565,119.247,4,0.264
171,Migos,Bad and Boujee,327,6.0,8,294046125,4Km5HrUvYTaSUfiSGPJeQR,0.061,0.927,343150,0.665,0.0,11,0.123,-5.313,1,0.244,127.076,4,0.175
172,Alessia Cara,Scars To Your Beautiful,308,,22,293163265,42ydLwx4i5V49RXHOozJZq,0.0298,0.321,230227,0.754,0.0,0,0.11,-5.733,1,0.292,191.768,4,0.413
173,Coldplay,Hymn For The Weekend,385,,24,292233814,3RiPr603aXAoi4GHyXx0uy,0.255,0.49,258827,0.743,7.21e-06,0,0.3,-5.155,0,0.0409,89.974,4,0.363
174,Enrique Iglesias,DUELE EL CORAZON,324,,24,291315254,6YZdkObH88npeKrrkb8Ggf,0.0786,0.724,200813,0.904,0.0,8,0.226,-3.354,0,0.0966,90.999,4,0.846
175,Big Sean,Bounce Back,334,,19,289785148,0SGkqnVQo9KPytSri1H6cF,0.105,0.77,222360,0.567,0.0,2,0.125,-5.698,1,0.175,81.477,4,0.26
176,MØ,Final Song,288,,20,288284746,4qqArAiTPueDxIp7cf87h7,0.014,0.695,235827,0.672,8.44e-05,1,0.0756,-6.109,0,0.0345,104.988,4,0.245
177,Kendrick Lamar,LOVE. FEAT. ZACARI.,318,,15,287364706,6PGoSes0D9eUDeeAafB2As,0.29,0.798,213400,0.582,0.0,10,0.153,-7.38,1,0.103,126.075,4,0.766
178,Harry Styles,Sign of the Times,271,,13,286910346,5Ohxk2dO5COHF1krpoPigN,0.0275,0.516,340707,0.595,0.0,5,0.109,-4.63,1,0.0313,119.972,4,0.222
179,Vance Joy,Riptide,725,,16,286846702,7yq4Qj7cqayVTp3FF9CWbm,0.431,0.484,204280,0.731,0.0,1,0.151,-6.694,1,0.0379,101.654,4,0.51
180,Hailee Steinfeld,Let Me Go,171,,14,285979691,5AEtlRudpgdT5FtNiuly6Y,0.0393,0.659,174800,0.717,0.0,8,0.0769,-4.202,1,0.0581,103.036,4,0.71
181,Martin Garrix,There For You,214,,17,285909711,6jA8HL9i4QGzsj6fjoxp8Y,0.124,0.611,221904,0.644,0.0,6,0.124,-7.607,0,0.0553,105.969,4,0.13
182,Selena Gomez,Good For You,364,70.0,6,282861904,6kBp8w67thoYqTUOQVSGFg,0.154,0.6,221560,0.676,0.0,5,0.0741,-6.447,0,0.0652,88.928,4,0.217
183,Felix Jaehn,Ain't Nobody (Loves Me Better),374,,11,279114391,5afHIkEcVhCF1Z1CTqMUXB,0.66,0.768,186147,0.567,0.000277,2,0.07,-7.046,0,0.0312,117.974,4,0.471
184,Travi$ Scott,Butterfly Effect,282,,37,278448431,1yxgsra98r3qAtxqiGZPiX,0.0714,0.763,190678,0.598,0.0,11,0.112,-6.865,1,0.0539,140.987,4,0.182
185,Passenger,Let Her Go,788,,47,278262569,7DFNE7NO0raLIUbgzY2rzm,0.385,0.509,252867,0.538,0.0,7,0.104,-7.335,1,0.0572,75.089,4,0.244
186,Chris Jeday,Ahora Dice,294,,44,272924733,22eADXu8DfOAUEDw4vU8qy,0.246,0.708,271080,0.693,0.0,6,0.129,-5.516,1,0.138,143.965,4,0.427
187,Rita Ora,Your Song,240,,28,272716257,4c2W3VKsOFoIg2SFaO6DY5,0.158,0.855,180757,0.624,0.0,1,0.0513,-4.093,1,0.0488,117.959,4,0.962
188,Nicky Jam,El Amante,259,,32,271863357,3umS4y3uQDkqekNjVpiRUs,0.243,0.683,219507,0.691,0.0,8,0.14,-5.535,1,0.0432,179.91,4,0.732
189,Avicii,Lonely Together,199,,19,269225516,2OALaHcDdKkjYEpAr0Qzab,0.146,0.647,181812,0.669,2.14e-05,5,0.0805,-5.292,1,0.0594,103.099,4,0.229
190,Drake,God's Plan,38,38.0,1,268932158,2XW4DbS6NddZxRPm5rMCeY,0.0244,0.753,198960,0.454,5.62e-05,7,0.498,-9.488,1,0.0963,77.17,4,0.344
191,Clean Bandit,Rather Be,620,,12,268444959,0TVV2gFROJaB3kIZyCUvIY,0.162,0.799,227833,0.586,2.03e-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549
192,Cardi B,Bodak Yellow,212,,15,267031019,2771LMNxwf62FTAdpJMQfM,0.0672,0.929,223962,0.723,0.0,11,0.346,-5.792,0,0.109,125.022,4,0.458
193,David Guetta,Bang my Head,300,,14,266792733,53Y0kdCa1CZ9gRqEuknfwy,0.0525,0.599,193333,0.869,0.00719,0,0.103,-3.697,1,0.0789,108.061,4,0.593
194,James Bay,Let It Go,658,,56,266019647,13HVjjWUZFaWilh2QUJKsP,0.804,0.568,260533,0.293,1.26e-05,1,0.107,-10.253,1,0.0313,147.175,4,0.247
195,Meghan Trainor,All About That Bass,364,125.0,1,263806497,1q676iYDR3GeJtOHdyggIU,0.0573,0.807,187920,0.887,2.87e-06,9,0.124,-3.726,1,0.0503,134.052,4,0.961
196,Calvin Harris,Outside,450,93.0,4,263696735,7MmG8p0F9N3C4AXdK6o6Eb,0.213,0.646,227267,0.823,0.0,2,0.322,-4.123,0,0.0394,128.035,4,0.418
197,Selena Gomez,Hands To Myself,292,2.0,10,262186812,3CJvmtWw2bJsudbAC5uCQk,0.0155,0.803,200680,0.492,3.93e-06,5,0.336,-7.177,0,0.128,111.001,4,0.493
198,Jax Jones,You Don't Know Me,245,,17,261548916,2SZy40PLDk3vFucXUGFCFA,0.165,0.874,213947,0.67,0.0,11,0.185,-6.064,0,0.126,124.011,4,0.68
199,One Direction,Drag Me Down,290,62.0,1,261478895,70OTIpw8x8UXUsuCHW9i1i,0.0997,0.723,192107,0.711,0.0,0,0.0528,-5.576,0,0.0378,138.098,4,0.606
200,Louis Tomlinson,Back to You,210,,14,261136487,7F9vK8hNFMml4GtHsaXui6,0.207,0.683,190428,0.53,0.0,5,0.394,-4.918,0,0.142,75.016,4,0.645
201,Lost Frequencies,Are You with Me,411,3.0,10,260343755,477daPpd3DnneaHhvjM35l,0.466,0.776,138843,0.574,7.83e-05,5,0.131,-9.882,0,0.0317,121.03,4,0.412
202,Fetty Wap,679,429,,11,260110991,5NQbUaeTEOGdD6hHcre0dZ,0.00256,0.618,196693,0.717,0.0,7,0.625,-5.738,1,0.318,190.05,4,0.603
203,Alessia Cara,How Far I'll Go,245,,18,259077790,5hYTyyh2odQKphUbMqc5gN,0.157,0.314,175517,0.555,0.000108,9,0.067,-9.601,1,0.37,179.666,4,0.159
204,Flo Rida,GDFR,430,60.0,6,258425205,26rdOwwjC2UnweK3xeS58u,0.000704,0.657,190186,0.827,0.00534,5,0.065,-4.036,1,0.0734,145.889,4,0.69
205,Ed Sheeran,Happier,337,5.0,7,257365473,2RttW7RAu5nOAfq6YFvApB,0.536,0.522,207520,0.385,0.0,0,0.135,-7.355,1,0.0288,89.792,4,0.236
206,J Balvin,Bonita,253,,37,255205918,693iqPOQvhI7PobtR8CC8v,0.0106,0.782,265747,0.868,0.00252,5,0.29,-1.715,0,0.04,96.042,4,0.884
207,Katy Perry,Chained To The Rhythm,181,21.0,6,250833952,5ndfVSDyPq90jaIUhNPeby,0.089,0.446,237915,0.793,0.0,0,0.211,-5.365,1,0.156,189.891,4,0.47
208,Imagine Dragons,Radioactive,762,,43,250600694,6Ep6BzIOB9tz3P4sWqiiAB,0.119,0.473,186813,0.777,7.87e-05,9,0.671,-3.698,1,0.059,136.249,4,0.21
209,Luis Fonsi,Échame La Culpa,102,52.0,5,250552328,1zsG4eaZmkA1dvjDDsAGLK,0.0322,0.724,173720,0.895,0.0,7,0.097,-3.617,1,0.0411,96.022,4,0.64
210,Ellie Goulding,On My Mind,236,74.0,6,250474623,5a7NdkF09AfD0H607eiOkX,0.299,0.699,213445,0.669,3.26e-06,2,0.0884,-6.682,0,0.0511,154.952,4,0.762
211,David Guetta,This One's For You,199,17.0,9,249681333,46NBoIAHrmR7qcUGCIFEjR,0.0022,0.367,207273,0.915,5.81e-05,9,0.0905,-3.456,0,0.0488,110.169,4,0.365
212,Fifth Harmony,Worth It,443,2.0,10,248749485,41Fflg7qHiVOD6dEPvsCzO,0.063,0.884,224573,0.765,7.04e-06,8,0.118,-3.865,1,0.0882,99.987,4,0.594
213,Becky G,Mayores,214,,30,247762894,7JNh1cfm0eXjqFVOzKLyau,0.141,0.743,202453,0.855,0.0045,5,0.099,-3.976,0,0.0436,96.989,4,0.871
214,MGK,Bad Things,226,,16,246548394,56cswAa9WdFBsjsTyPBAKA,0.223,0.674,239280,0.694,0.0,2,0.183,-4.739,1,0.129,137.839,4,0.242
215,Coldplay,A Sky Full of Stars,667,1.0,10,245367894,0FDzzruyVECATHXKHFs9eJ,0.00713,0.551,268467,0.636,0.00203,6,0.217,-7.125,1,0.0281,124.996,4,0.153
216,Natti Natasha,Criminal,168,,16,243754736,6Za3190Sbw39BBC77WSS1C,0.03,0.814,232550,0.813,9.33e-05,2,0.255,-3.023,0,0.0561,79.997,4,0.839
217,Future,Low Life,398,,43,242427901,7EiZI6JVHllARrX9PUvAdX,0.337,0.722,313547,0.331,0.283,8,0.146,-7.789,1,0.0725,143.974,4,0.102
218,J. Cole,No Role Modelz,627,,59,241756430,62vpWI1CHwFy7tMIcSStl8,0.302,0.696,292987,0.521,0.0,10,0.0565,-8.465,0,0.332,100.0,4,0.458
219,Manuel Turizo,Una Lady Como Tú,266,,38,241530580,7MHN1aCFtLXjownGhvEQlF,0.549,0.788,213027,0.477,0.0,4,0.349,-7.348,1,0.0434,94.983,4,0.86
220,Xxxtentacion,Jocelyn Flores,185,,15,241366677,7m9OqQk4RVRkw9JJdeAw96,0.469,0.872,119133,0.391,4.13e-06,0,0.297,-9.144,0,0.242,134.021,4,0.437
221,Ariana Grande,Dangerous Woman,240,,13,239912699,6T506SFlFUVVNvnmCiVZR0,0.0537,0.662,235947,0.618,0.0,7,0.355,-5.26,1,0.0455,134.022,3,0.261
222,Galantis,Runaway (U & I),606,,33,238314608,46lFttIf5hnUZMGvjK0Wxo,0.00711,0.506,227074,0.805,0.00193,1,0.0856,-4.119,1,0.0469,126.008,4,0.383
223,Maroon 5,Animals,432,67.0,3,238170822,7uolkTLavH97itenLjNmx9,0.000189,0.459,231013,0.741,0.0,4,0.481,-6.43,0,0.0495,189.879,4,0.344
224,David Guetta,Hey Mama,315,60.0,4,237435713,285HeuLxsngjFn4GGegGNm,0.24,0.596,192560,0.73,0.0,9,0.325,-4.091,1,0.151,85.979,4,0.525
225,OneRepublic,Counting Stars,707,,31,236711523,1QzFhzIOW7CyRJLpmq5CM0,0.0596,0.663,257387,0.705,0.0,1,0.118,-4.945,0,0.0366,121.941,4,0.473
226,Joel Adams,Please Don't Go,231,,25,236122201,3cNjgVBKTJ1SvKhunrCdVy,0.0118,0.513,210580,0.768,1.94e-05,4,0.294,-4.868,0,0.0587,84.264,4,0.235
227,Miley Cyrus,Malibu,192,9.0,5,235771180,2habSXqcJGExM6JJyskY7O,0.0577,0.565,231906,0.782,4.16e-05,8,0.0757,-6.413,1,0.0506,140.004,4,0.4
228,J Balvin,Safari,317,,33,234652090,6rQSrBHf7HlZjtcMZ4S4bO,0.551,0.508,205600,0.687,3.41e-06,0,0.126,-4.361,1,0.326,180.044,4,0.555
229,Bebe Rexha,Meant to Be,165,,20,233635494,7iDa6hUg2VgEL1o1HjmfBn,0.047,0.643,163870,0.783,0.0,10,0.083,-6.458,1,0.0856,154.084,4,0.579
230,The Vamps,All Night,224,,21,233630567,1yNyoWWWikbLhwIGWjZuDW,0.00251,0.563,197793,0.775,0.0,8,0.326,-6.433,1,0.0366,144.945,4,0.458
231,Sam Hunt,Body Like A Back Road,304,,55,233047238,7mldq42yDuxiUNn08nvzHO,0.463,0.731,165387,0.469,1.04e-06,5,0.103,-7.226,1,0.0326,98.963,4,0.631
232,Sia,Elastic Heart,459,30.0,7,232555641,6kwAbEjseqBob48jCus7Sz,0.0117,0.421,257200,0.791,1.48e-05,9,0.146,-4.998,1,0.0496,130.075,4,0.499
233,MAGIC!,Rude,409,74.0,1,232540852,6RtPijgfPKROxEzTHNRiDp,0.0423,0.774,224840,0.756,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931
234,Migos,Slippery,320,,67,231446464,6p8NuHm8uCGnn2Dtbtf7zE,0.307,0.92,304041,0.674,0.0,1,0.104,-5.662,0,0.264,141.967,4,0.741
235,Rihanna,FourFiveSeconds,391,32.0,1,230517246,5XzmZjXhMjDHr7ZfJ6DELQ,0.868,0.579,188238,0.268,0.0,2,0.12,-5.65,1,0.0442,205.903,4,0.321
236,Ricky Martin,Vente Pa' Ca,315,,37,230167030,7DM4BPaS7uofFul3ywMe46,0.00431,0.663,259196,0.92,1.69e-05,11,0.101,-4.07,0,0.226,99.935,4,0.533
237,Steve Aoki,Just Hold On,180,,15,229102308,3EmmCZoqpWOTY1g2GBwJoR,0.00383,0.647,198774,0.932,1.5e-06,11,0.0574,-3.515,1,0.0824,114.991,4,0.374
238,Alok,Hear Me Now,270,,26,228850353,1a5Yu5L18qNxVhXx38njON,0.586,0.789,192846,0.442,0.00366,11,0.0927,-7.844,1,0.0421,121.971,4,0.45
239,Kent Jones,Don't Mind,200,,15,226682675,27PmvZoffODNFW2p7ehZTQ,0.0235,0.464,198237,0.771,0.0,8,0.063,-4.503,1,0.336,158.777,4,0.69
240,Maroon 5,Cold,178,,17,225783988,5NNlUMcOEOdoOIwwaWXv0k,0.139,0.703,234308,0.715,0.0,9,0.0456,-6.285,0,0.114,99.924,4,0.497
241,P!nk,What About Us,197,,14,225768636,0Qh38w01QRXK6KHIv0e3hb,0.0285,0.489,269600,0.588,2.11e-06,1,0.0906,-6.177,1,0.0507,113.617,4,0.187
242,AJR,Weak,243,,25,225088263,3TJk0aoXM0knrOlgd1fnbx,0.122,0.675,202187,0.632,0.0,5,0.141,-4.542,1,0.0439,124.035,4,0.704
243,Pitbull,Time of Our Lives,401,33.0,8,224635169,2bJvI42r8EF3wxjOuDav4r,0.0921,0.72,229360,0.802,0.0,1,0.694,-5.797,1,0.0582,124.043,4,0.723
244,Ozuna,Se Preparó,182,,27,223657408,1m69ELEgE6k5ZWsap40ozt,0.222,0.739,188080,0.821,9.6e-06,1,0.311,-4.233,1,0.0852,171.077,4,0.693
245,Ariana Grande,Break Free,379,78.0,2,223266385,7cvxrDu7VIhVSOFRNgPegv,0.0057,0.687,214693,0.698,8.75e-05,7,0.253,-5.29,0,0.0468,129.954,4,0.316
246,Kygo,Stargazing,157,,15,222641359,0Zbbxnx4SGGHoIow4PpISP,0.152,0.677,236853,0.497,0.0,5,0.0911,-5.763,1,0.0809,99.137,4,0.419
247,Mariah Carey,All I Want for Christmas Is You,140,37.0,1,222624803,0bYg9bo50gSsH3LtXe2SQn,0.164,0.335,241107,0.625,0.0,7,0.0708,-7.462,1,0.0386,150.277,4,0.346
248,Eminem,River,74,64.0,2,222266506,5UEnHoDYpsxlfzWLZIc7LD,0.17,0.757,221013,0.748,0.0,8,0.0759,-5.794,0,0.473,90.052,4,0.693
249,Avicii,Without You,188,,20,222157747,6WbADFqMvR8N5u0BvtsWQE,0.00179,0.652,181673,0.855,0.0,2,0.0404,-4.832,1,0.0441,134.009,4,0.279
250,Maroon 5,Maps,463,50.0,5,221163631,71ywEs45ClmTNRiaJ7YEsr,0.0205,0.742,189973,0.713,0.0,1,0.059,-5.522,0,0.0303,120.032,4,0.879
251,Charlie Puth,How Long,142,,15,220794621,32DGGj6KlNuBr6WaqRxpxi,0.189,0.849,198237,0.581,3.61e-06,1,0.0805,-5.243,0,0.0767,110.008,4,0.779
252,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,450,34.0,5,219943743,0uVyZywUNOp6S0dU5r8TS8,0.0219,0.76,189399,0.886,7.43e-06,9,0.623,-5.356,0,0.0258,123.002,4,0.78
253,Charlie Puth,Marvin Gaye,355,,14,216482278,6ukMqDxnOPOgoHdak7Kyp3,0.417,0.795,190453,0.616,0.0,1,0.349,-5.281,0,0.06,110.015,4,0.815
254,Carlos Vives,La Bicicleta,346,,54,216263504,43it4kot08akLzFIEMhXNN,0.206,0.746,227457,0.961,1.84e-06,0,0.329,-2.243,1,0.13,179.984,4,0.951
255,Cheat Codes,Let Me Hold You (Turn Me On),210,,22,215267568,0lmdsH1MIoLsMymnNpd6HU,0.101,0.68,163841,0.774,0.0,1,0.113,-3.136,0,0.0697,102.949,4,0.331
256,Halsey,Now Or Never,199,,28,213284728,7i2DJ88J7jQ8K7zqFX2fW8,0.105,0.658,214802,0.588,1.28e-06,6,0.125,-4.902,0,0.0367,110.075,4,0.434
257,Rudimental,Lay It All On Me,262,,17,211669177,6splO3UF8hSmK33y5fJTNk,0.141,0.669,242440,0.747,0.0,6,0.185,-7.108,1,0.0428,122.531,4,0.483
258,Ariana Grande,One Last Time,424,2.0,9,210907265,2OlWBmSjf1aUPGLNf0UI5A,0.093,0.628,197267,0.593,1.65e-06,8,0.096,-5.036,1,0.0323,125.026,4,0.104
259,Selena Gomez,Same Old Love,267,,13,207799516,6ZANrVuAMp2rpjhfbOuJly,0.0225,0.673,229080,0.614,0.0,11,0.212,-4.008,0,0.0308,97.999,4,0.446
260,Selena Gomez,Bad Liar,150,1.0,5,207735540,1sCxVKWImDZSZKvG0U9B23,0.175,0.953,214648,0.41,0.0,1,0.0768,-6.543,1,0.0705,121.074,4,0.718
261,Kygo,First Time,168,,17,207388984,2Gl0FzuLxflY6nPifJp5Dr,0.197,0.633,193511,0.592,0.0,0,0.099,-7.245,0,0.112,90.066,4,0.679
262,Timeflies,Once in a While,245,,35,205587483,6cREm4bV7V79Yxdilx9HDo,0.00758,0.786,215160,0.687,0.0,0,0.619,-5.914,1,0.141,105.021,4,0.345
263,Aminé,Caroline,261,,37,205329779,5GFDrUTLGJix84sNhjCG0g,0.303,0.945,209747,0.394,0.0,10,0.131,-8.571,1,0.492,120.058,4,0.743
264,Xxxtentacion,Look At Me!,324,,70,204415041,4ARPvK8DHLwt4oX65ZAFMw,0.259,0.763,126346,0.726,0.0,1,0.0976,-6.405,1,0.282,139.059,4,0.349
265,Imagine Dragons,Demons,650,,37,202309568,2Oehrcv4Kov0SuIgWyQY9e,0.202,0.327,175200,0.71,9e-05,3,0.28,-2.928,1,0.0547,179.561,4,0.416
266,CNCO,Hey DJ,243,,48,202289748,209gZgcfLq2aUuu51vOWBl,0.0309,0.792,205520,0.819,0.0,5,0.389,-5.418,1,0.0867,89.98,4,0.433
267,Anuel Aa,Sola (Remix),309,,86,201973250,5q2JbCNi4FcnglgPfxcV65,0.27,0.639,307910,0.869,0.0,11,0.0802,-4.024,1,0.147,169.801,4,0.767
268,Maluma,Borro Cassette,488,,64,201672218,6DUdDIRgLqCGq1DwkNWQTN,0.132,0.73,207307,0.701,0.0,5,0.151,-5.885,0,0.106,175.95,4,0.785
269,Nick Jonas,Close,190,,23,201047486,4Zpe9VME8DiFjLdqSqPRoZ,0.249,0.625,234240,0.615,0.0,6,0.14,-5.444,0,0.084,124.044,4,0.394
270,Flo Rida,"I Don't Like It, I Love It",344,10.0,9,200629707,2S5LNtRVRPbXk01yRQ14sZ,0.0242,0.854,224258,0.766,0.0,9,0.0793,-4.697,0,0.141,118.004,4,0.784
271,Charlie Puth,One Call Away,292,,25,199775336,37R0bQOQj5a7DOqh1TGzvB,0.403,0.667,194453,0.613,0.0,1,0.115,-5.353,1,0.0344,91.024,4,0.47
272,G-Eazy,Him & I,88,32.0,6,199505836,5k38wzpLb15YgncyWdTZE4,0.0534,0.589,268867,0.731,0.0,2,0.308,-6.343,1,0.0868,87.908,4,0.191
273,Daddy Yankee,La Rompe Corazones,267,,69,198488284,4okba5wu9mMLXx79DXLKi3,0.116,0.685,204520,0.859,0.0,5,0.317,-2.595,0,0.0553,176.018,4,0.891
274,Selena Gomez,Kill Em With Kindness,209,,21,197940426,7KxhSJOYiqCDclXDBNlFSZ,0.00861,0.752,217907,0.887,5.12e-05,10,0.0974,-5.449,0,0.039,120.022,4,0.375
275,Bryson Tiller,Don't,382,,36,197453110,3pXF1nA74528Edde4of9CC,0.222,0.765,198293,0.356,0.0,11,0.0963,-5.556,0,0.196,97.001,4,0.19
276,Deorro,Five More Hours - Deorro x Chris Brown,348,,16,196927212,6YwLgicpvVuMt1eE2OldwQ,0.0288,0.699,211975,0.883,0.0,5,0.817,-3.226,0,0.219,127.961,4,0.499
277,G-Eazy,No Limit,149,,18,196661352,2DQ1ITjI0YoLFzuADN1ZBW,0.0117,0.838,245387,0.771,0.0,1,0.0853,-3.791,1,0.244,175.957,4,0.405
278,Sia,The Greatest,136,42.0,5,196281228,3XIIOCu6B8PuGq5j61asEM,0.0109,0.666,210893,0.723,0.00047,1,0.0507,-6.164,1,0.268,192.024,4,0.739
279,Troye Sivan,YOUTH,288,,34,191892520,1cOyWWUr3oXJIxY0AjJEx9,0.0667,0.621,185194,0.743,0.0,7,0.0822,-4.398,1,0.0422,91.51,4,0.596
280,Major Lazer,Know No Better,151,,28,191581568,3Ytr1SUCUi6J3L9dRFx5iH,0.132,0.738,225850,0.814,9.64e-06,7,0.126,-4.414,0,0.0999,119.041,4,0.483
281,Piso 21,Me Llamas,308,,80,191284574,5hEM0JchdVzQ5PwvSfITeX,0.547,0.76,210323,0.838,1.3e-06,7,0.0664,-3.828,0,0.0529,93.05,4,0.745
282,Alessia Cara,Here,303,,20,190744732,1wYZZtamWTQAoj8B812uKQ,0.0716,0.375,199453,0.822,0.0,0,0.0694,-4.029,1,0.167,123.363,4,0.353
283,Post Malone,Candy Paint,159,,16,190235679,42CeaId2XNlxugDvyqHfDf,0.633,0.765,229573,0.688,0.0,4,0.0734,-5.566,1,0.0841,90.013,4,0.434
